"","G1","G2","G3"
"1",-0.0627967215306171,2.66718420866437,15.5320801579346
"2",1.8167727100514,10.0532319307523,35.8094913381249
"3",-3.03857611965429,-7.5847234262784,-20.5605321864873
"4",-4.04912460150189,-11.4972782035546,-32.1230459833951
"5",-3.91752811698359,-10.1381726122288,-26.9891154511643
"6",0.660294480357095,6.21391634716565,28.9880113453701
"7",-2.5400412889237,-5.82027809234262,-15.0007083727023
"8",-4.33479052235384,-10.6858579793609,-30.2274406366373
"9",-1.48826616818991,-1.62877482733313,1.78209439221337
"10",-2.32389003409287,-5.79391529738837,-13.2492394863866
"11",-3.20350747129822,-4.30930817653859,-0.406057609630579
"12",0.319092912122301,2.77635505797662,11.0987323043778
"13",-4.21279759024657,-12.5320154095646,-38.6254493676829
"14",-1.58346600786052,-1.91232019574397,-0.577318718988181
"15",-2.3194241562328,-4.25345052756006,-10.42992744864
"16",-2.42629507595484,-6.38331387367055,-17.3893483875847
"17",1.18648078762931,6.56366717944866,26.3459624602601
"18",-0.788544922370875,-1.14276846958205,-2.31133927584347
"19",-2.78851417192942,-7.13772582326328,-19.2365525133705
"20",-1.08716895666493,-0.140874577613545,5.43790774102899
"21",-4.902872750413,-16.5009714140316,-53.1523257957006
"22",-3.63441918572079,-11.3531126243982,-35.9916151187722
"23",-1.8804041032555,-3.04010378763837,0.60720344498327
"24",-2.48058386449458,-5.99637813121501,-16.719718605721
"25",-2.45507581105818,-4.97728812462901,-9.34064713843668
"26",0.688943524552712,6.96219930599432,30.8962794850456
"27",-2.10711444606551,-4.70967714175185,-9.78247313773636
"28",-3.53506442815194,-7.49421576956922,-18.8689857529459
"29",-3.59257231623172,-9.57237929875851,-27.6038279387751
"30",-1.34468954050465,-4.52085406134859,-17.1371064938928
"31",-2.46288946496412,-6.69647536944308,-21.0763550267989
"32",-1.62524069452888,0.788987481549839,13.6657332949014
"33",0.252637171229992,6.12427377522499,29.7772778394233
"34",-0.925530883042882,-1.93516029684395,-5.94032834828658
"35",2.05868279062423,10.6141174111785,39.5638987825062
"36",-2.82268024402021,-7.22223184006305,-19.5779288535957
"37",-1.41088131597206,-2.83314840385549,-6.15960084194262
"38",-2.16567478447087,-6.38533835307385,-18.1278117131876
"39",-2.99204233842499,-8.60474067461905,-22.8957694328014
"40",-3.2293885415985,-6.34010939882592,-9.4896053644527
"41",-0.0230065256835701,1.68849368308861,5.71362333721436
"42",-3.02550597557342,-3.98335608676905,-1.08168102474315
"43",-4.08650113064226,-10.5948540195191,-29.8709033834464
"44",-5.45209191793731,-14.4333738242408,-40.656256150613
"45",-4.83168048408868,-12.50798108323,-35.4236585382162
"46",-0.484577402761317,0.788686163689931,6.35637952688126
"47",-4.42347239840808,-15.2836125773153,-55.2856170649393
"48",-1.84511677450973,-4.21593122971876,-10.9630707134604
"49",-4.44773674874182,-13.856638640394,-44.3827219084371
"50",-2.27808986054998,-6.90543138749103,-20.2295830080379
"51",-0.53658807699361,0.588849055882861,8.314733715383
"52",0.494983178964787,3.14053597602435,11.2421900403051
"53",-3.71655213774579,-10.2236641597831,-29.4485302826988
"54",-2.26208231041153,-7.45265515202311,-26.7776741026933
"55",-0.69417256912709,1.78008754147652,16.6377973641045
"56",-2.25396594112806,-5.04285286839081,-9.07780493092355
"57",-0.959183568956291,-3.21303571584633,-10.624583765067
"58",1.54347327807244,7.16424521196723,28.0461240248237
"59",0.489204536225884,4.21394768938603,18.3434785943907
"60",-4.48977260224564,-12.4657552720511,-36.8813327189116
"61",-2.75683978859399,-7.12120618890151,-18.5657870178675
"62",1.44594316274089,10.0126977611292,42.2167315551235
"63",-2.15697851656563,-3.59536650735072,-8.55743044625319
"64",-2.16942277382105,-5.19434705323033,-11.7841442664826
"65",-0.917487364610167,3.31506359962395,24.3754505220661
"66",-0.157097305544141,4.88010627871358,24.8239450710225
"67",-1.22971390860414,-1.54334764653584,-1.9155511469969
"68",-3.61201067463753,-7.73117596485633,-16.9754731138016
"69",-4.94795370926261,-13.6902152013816,-37.6067141932344
"70",-3.43191902876578,-6.88229696419467,-15.4672501423672
"71",-2.3060025418385,-1.9159925642864,7.91494349265417
"72",-0.302639202375531,2.45568286233481,13.5035431538531
"73",-5.38584874343195,-13.4890607348403,-33.436651974376
"74",-1.39805376684109,-2.66546035280305,-5.46608209099441
"75",-3.59320271026974,-9.72870861953584,-27.4830450459535
"76",-1.05318001848786,0.225101382476396,9.51421438563648
"77",-3.98751695458412,-11.6945932500935,-32.3286336330693
"78",0.123734941695886,3.49009857880174,16.7307255881772
"79",-0.609236288559316,1.9476543787797,11.1897675028438
"80",-3.99954916479498,-9.70654026053694,-22.6953232177877
"81",-3.66719238613643,-8.79545454137849,-18.3093412009548
"82",-1.98676960432471,-3.14531634845957,-5.32242209284504
"83",1.32665782971827,10.9065675799927,48.9190974794521
"84",-6.38845539839565,-20.0097776263756,-63.1591371083421
"85",-1.38495279455918,-0.970139091028614,2.46888501528065
"86",-1.97770777221473,-1.09180230722541,6.77809545937225
"87",-0.455644022751642,3.41833019372245,20.835641722138
"88",-1.13666650071679,-0.854637926387454,-0.371819018706219
"89",0.0486547147772853,3.11605923358502,12.7154618190757
"90",-1.57151314219038,-2.39674605546713,-1.72492412956854
"91",-1.45474983631743,-2.38339605621059,-2.01376171091692
"92",-1.1783637737455,0.00335615310166304,9.17218817745743
"93",-3.91645842447127,-9.66840569756005,-25.5722553750202
"94",0.96535473502081,6.60156069443315,27.3773917339804
"95",-3.66228950461328,-9.41367222073575,-23.8637675668608
"96",-3.45506260446712,-7.23423980707889,-15.46354665118
"97",-6.30237998330881,-19.8346525487033,-62.1505101115763
"98",-4.10377627369786,-9.03681162779048,-19.6304558640118
"99",-2.52924093772572,-6.09235532830451,-14.2193589626545
"100",-2.76991447313372,-7.85842153675674,-24.3462542242969
"101",-3.1055774500357,-7.13642389239783,-17.659671295015
"102",-0.643065046812069,-0.0675357181253275,5.32519644620038
"103",-0.76537456138351,1.2230217961586,10.8604773075081
"104",-1.67636117434353,-2.04649793670558,-1.64788647700129
"105",-1.53526368092332,-2.01835161714155,-1.24599036706149
"106",-0.234167501249431,4.19913884842424,24.1060076855415
"107",-1.7660339451009,-1.19094205847114,2.61431341561797
"108",-1.80609455825908,-1.24992185892415,3.01189846728721
"109",-5.29815260022542,-17.179481441008,-56.9911583226497
"110",1.0148359475761,5.98911759562588,25.6667501042837
"111",0.26953587712444,5.25556370430581,26.6658694344292
"112",-1.82142684795258,-1.48250491148929,5.38488863947714
"113",0.0513152024681744,4.19550419875577,17.4825601007835
"114",-0.0131816075834763,2.95579123814355,15.3888823751556
"115",-1.29986916549382,-2.63463263847268,-5.49322314380038
"116",1.15305469799409,6.21873769814999,22.2313837052402
"117",-1.82407736308539,-6.52507951273833,-23.893634452525
"118",-2.49497440882095,-6.43769277099534,-14.2340660050534
"119",0.779648657035466,8.15300091802442,34.8620520839684
"120",-0.798051819619616,0.96095196914257,8.57153550539215
"121",-0.36524765497262,1.34233827255923,10.8763616947274
"122",-2.39074757773983,-4.70008771396135,-8.87902110047412
"123",-2.81342389604714,-5.40155876908079,-8.70558419022609
"124",-0.451485454532701,0.644002045160732,3.14194791534987
"125",0.920309013847373,7.8082326014835,33.0721823369224
"126",-3.77096160513014,-10.968218235972,-31.1134600177138
"127",-3.45317839277345,-10.7768448972694,-34.5256141188197
"128",0.169098341480208,4.71532919617891,22.0008246939394
"129",-4.81240503408088,-13.4549229328359,-40.3269026632827
"130",-2.54010640745832,-4.64379842084497,-9.61474648950366
"131",-0.435424842257646,3.12139029811362,19.7132521773008
"132",-2.10964301363998,-0.179227586459206,11.9288174204742
"133",-6.47932849975683,-17.1835934394084,-45.2886857653625
"134",-3.08460045195875,-10.3894976695696,-32.0476426919652
"135",-0.794852951986343,3.19138705191358,23.2142096699449
"136",-3.33120303421333,-9.08734479624206,-26.6586304564619
"137",0.0680867189536229,2.35941208296197,14.4292526613604
"138",-1.92562394626066,-3.03503494398899,-6.62639378728591
"139",0.0775978552588299,7.12321722113518,34.4675653995109
"140",-2.06688885616148,-2.16903603929029,-0.123918920783353
"141",-5.44376994203623,-16.5824247074148,-50.1622636413538
"142",-3.47621246819051,-8.30661368782637,-20.5667909599247
"143",0.217663235734676,0.519407441714748,1.52013531564944
"144",-1.36101467713047,-1.81059432258405,-1.30999171355757
"145",-5.81607476855595,-15.2411837135995,-41.0086857699757
"146",-3.61485782877253,-4.77280050058187,0.735266606704045
"147",0.289492104704379,4.21301739953094,19.7678846364111
"148",-3.682355529397,-10.7891726652757,-32.0013230718512
"149",-4.18837862966109,-10.0060588146494,-25.6647690083569
"150",-3.4295664486138,-9.31788254139121,-27.0456151417268
"151",-0.784315754227919,1.91383359825306,15.9011140830191
"152",-1.93679086385418,-3.72979396653773,-3.86007538555714
"153",-4.43413901911867,-13.4189789202985,-40.6428046819453
